"","ID","Filial","Cidade","Tipo de consumidor","Gênero","Linha de produto","Preço Unitário","Quantidade","Imposto","Total","Data","Hora","Pagamento","Porcentagem de renda","Avaliação"
"335","835-16-0096","C","Naypyitaw","Membro","Masculino","Viagens e sports",78.057,5,19.51425,393.96,"3/24/2019","13:48","Carteira eletrônica",3.675,8.5
"336","527-09-6272","A","Yangon","Membro","Feminino","Acessórios eletrônicos",151.0695,5,377.67375,826.4725,"3/21/2019","10:17","Cartão de crédito",71.125,9.1
"337","898-04-2717","A","Yangon","Normal","Masculino","Acessórios de moda",405.684,9,182.5578,3685.536,"3/19/2019","15:49","Carteira eletrônica",34.38,7.5
"338","692-27-8933","B","Mandalay","Normal","Feminino","Viagens e sports",307.7145,6,92.31435,1863.672,"2/24/2019","13:02","Dinheiro",17.385,5.2
"339","633-09-3463","C","Naypyitaw","Normal","Feminino","Acessórios eletrônicos",253.0215,3,379.53225,830.5395,"3/28/2019","12:58","Cartão de crédito",71.475,9.5
"340","374-17-3652","B","Mandalay","Membro","Feminino","Acessórios de moda",227.3742,9,102.31839,2065.6368,"02/05/2019","15:26","Cartão de crédito",19.269,8.9
"341","378-07-7001","B","Mandalay","Membro","Masculino","Acessórios eletrônicos",255.3579,3,383.03685,838.2087,"02/10/2019","18:23","Cartão de crédito",72.135,7.8
"342","433-75-6987","B","Mandalay","Membro","Feminino","Saúde e beleza",297.2007,7,1040.20245,2276.2999,"03/05/2019","19:06","Carteira eletrônica",195.895,8.9
"343","873-95-4984","B","Mandalay","Membro","Feminino","Saúde e beleza",408.339,7,142.91865,2885.288,"2/15/2019","20:21","Dinheiro",26.915,7.7
"344","416-13-5917","C","Naypyitaw","Normal","Feminino","Acessórios de moda",515.2293,5,1288.07325,2818.7215,"1/30/2019","16:24","Carteira eletrônica",242.575,9.3
"345","150-89-8043","A","Yangon","Normal","Masculino","Viagens e sports",237.0915,3,355.63725,778.2495,"2/14/2019","15:04","Dinheiro",66.975,6.2
"346","135-84-8019","A","Yangon","Normal","Feminino","Acessórios de moda",413.8083,9,1862.13735,4074.9597,"2/27/2019","16:10","Carteira eletrônica",350.685,7.6
"347","441-94-7118","A","Yangon","Membro","Masculino","Acessórios eletrônicos",382.0545,1,191.02725,418.0295,"02/04/2019","12:14","Dinheiro",35.975,7.3
"348","725-96-3778","C","Naypyitaw","Membro","Feminino","Lar e estilo de vida",473.9175,8,189.567,3827.04,"1/20/2019","10:13","Dinheiro",35.7,4.7
"349","531-80-1784","A","Yangon","Normal","Masculino","Acessórios eletrônicos",138.1662,7,48.35817,976.2704,"3/28/2019","17:38","Dinheiro",9.107,5.1
"350","400-45-1220","B","Mandalay","Normal","Feminino","Saúde e beleza",71.685,10,35.8425,723.6,"2/27/2019","11:06","Cartão de crédito",6.75,4.8
"351","860-79-0874","C","Naypyitaw","Membro","Feminino","Acessórios de moda",527.283,10,263.6415,5322.48,"2/15/2019","14:53","Cartão de crédito",49.65,6.6
"352","834-61-8124","A","Yangon","Normal","Masculino","Acessórios eletrônicos",274.4739,7,960.65865,2102.2323,"1/26/2019","18:22","Dinheiro",180.915,5.5
"353","115-99-4379","B","Mandalay","Membro","Feminino","Acessórios de moda",290.6163,7,1017.15705,2225.8691,"3/14/2019","19:02","Cartão de crédito",191.555,8.5
"354","565-67-6697","B","Mandalay","Membro","Masculino","Lar e estilo de vida",143.37,9,64.5165,1302.48,"03/02/2019","14:16","Dinheiro",12.15,4.8
"355","320-49-6392","C","Naypyitaw","Normal","Feminino","Acessórios eletrônicos",160.5744,1,8.02872,162.0864,"03/04/2019","15:44","Dinheiro",1.512,8.4
"356","889-04-9723","B","Mandalay","Membro","Feminino","Acessórios de moda",473.3334,4,94.66668,1911.1616,"01/07/2019","12:20","Cartão de crédito",17.828,7.8
"357","632-90-0281","C","Naypyitaw","Normal","Feminino","Acessórios de moda",199.3905,10,99.69525,2012.68,"03/08/2019","20:01","Cartão de crédito",18.775,9.3
"358","554-42-2417","C","Naypyitaw","Normal","Feminino","Viagens e sports",506.7864,10,253.3932,5115.584,"01/09/2019","13:45","Dinheiro",47.72,5.2
"359","453-63-6187","B","Mandalay","Normal","Masculino","Acessórios eletrônicos",146.025,3,21.90375,442.2,"03/01/2019","15:40","Carteira eletrônica",4.125,6.5
"360","578-80-7669","B","Mandalay","Normal","Masculino","Viagens e sports",398.0907,1,199.04535,435.5757,"3/16/2019","16:58","Dinheiro",37.485,5.6
"361","612-36-5536","A","Yangon","Membro","Masculino","Acessórios de moda",429.8976,8,171.95904,3471.5648,"2/17/2019","11:12","Cartão de crédito",32.384,7.4
"362","605-72-4132","C","Naypyitaw","Normal","Feminino","Acessórios de moda",501.6357,8,200.65428,4050.8736,"2/27/2019","15:12","Dinheiro",37.788,9.1
"363","471-41-2823","C","Naypyitaw","Normal","Masculino","Acessórios de moda",529.8849,2,52.98849,1069.7488,"03/07/2019","20:37","Carteira eletrônica",9.979,8
"364","462-67-9126","A","Yangon","Normal","Masculino","Lar e estilo de vida",388.7982,6,116.63946,2354.7552,"1/21/2019","17:44","Dinheiro",21.966,7.2
"365","272-27-9238","C","Naypyitaw","Normal","Feminino","Acessórios de moda",218.9844,4,43.79688,884.1856,"2/19/2019","16:23","Dinheiro",8.248,7.1
"366","834-25-9262","C","Naypyitaw","Normal","Feminino","Acessórios de moda",433.7208,4,86.74416,1751.2192,"01/06/2019","12:12","Dinheiro",16.336,9.1
"367","122-61-9553","C","Naypyitaw","Normal","Feminino","Acessórios eletrônicos",272.5092,9,122.62914,2475.6768,"3/14/2019","19:33","Dinheiro",23.094,5.6
"368","468-88-0009","A","Yangon","Membro","Masculino","Lar e estilo de vida",350.1414,4,70.02828,1413.7536,"3/24/2019","10:29","Dinheiro",13.188,6
"369","613-59-9758","C","Naypyitaw","Normal","Feminino","Viagens e sports",76.2516,10,38.1258,769.696,"1/27/2019","14:28","Dinheiro",7.18,5.4
"370","254-31-0042","A","Yangon","Membro","Masculino","Acessórios eletrônicos",114.165,9,51.37425,1037.16,"03/06/2019","12:46","Cartão de crédito",9.675,7.8
"371","201-86-2184","B","Mandalay","Membro","Feminino","Acessórios eletrônicos",139.4406,7,48.80421,985.2752,"02/02/2019","19:40","Dinheiro",9.191,9.9
"372","261-12-8671","B","Mandalay","Normal","Feminino","Acessórios de moda",323.6976,2,32.36976,653.4912,"1/25/2019","19:39","Cartão de crédito",6.096,4.9
"373","730-70-9830","C","Naypyitaw","Normal","Feminino","Lar e estilo de vida",372.2841,6,111.68523,2254.7376,"3/14/2019","17:54","Carteira eletrônica",21.033,5.2
"374","382-25-8917","C","Naypyitaw","Normal","Masculino","Acessórios de moda",223.4448,6,67.03344,1353.2928,"1/29/2019","12:25","Dinheiro",12.624,8.9
"375","422-29-8786","A","Yangon","Normal","Feminino","Lar e estilo de vida",356.2479,5,890.61975,1948.9645,"01/03/2019","16:47","Cartão de crédito",167.725,9.1
"376","667-23-5919","A","Yangon","Membro","Feminino","Acessórios de moda",513.477,5,128.36925,2591.56,"1/14/2019","12:52","Carteira eletrônica",24.175,7
"377","843-01-4703","B","Mandalay","Membro","Feminino","Lar e estilo de vida",187.8678,9,84.54051,1706.7312,"01/05/2019","19:50","Cartão de crédito",15.921,9.6
"378","743-88-1662","C","Naypyitaw","Normal","Masculino","Viagens e sports",507.0519,7,1774.68165,3883.5783,"2/22/2019","18:17","Carteira eletrônica",334.215,8.7
"379","595-86-2894","C","Naypyitaw","Membro","Masculino","Acessórios de moda",514.9638,4,102.99276,2079.2512,"02/06/2019","17:20","Carteira eletrônica",19.396,9.4
"380","182-69-8360","B","Mandalay","Normal","Feminino","Acessórios eletrônicos",125.5815,4,25.1163,507.056,"1/30/2019","13:32","Cartão de crédito",4.73,4
"381","289-15-7034","A","Yangon","Membro","Masculino","Viagens e sports",437.1723,4,87.43446,1765.1552,"01/11/2019","10:37","Cartão de crédito",16.466,7.5
"382","462-78-5240","C","Naypyitaw","Normal","Feminino","Acessórios eletrônicos",141.2991,2,14.12991,285.2592,"3/19/2019","14:35","Dinheiro",2.661,4.2
"383","868-52-7573","B","Mandalay","Normal","Feminino","Acessórios de moda",529.3539,5,1323.38475,2895.9945,"1/14/2019","12:09","Dinheiro",249.225,9.9
"384","153-58-4872","C","Naypyitaw","Membro","Feminino","Acessórios de moda",397.6659,4,79.53318,1605.6416,"03/01/2019","15:32","Carteira eletrônica",14.978,4.2
"385","662-72-2873","A","Yangon","Normal","Feminino","Acessórios de moda",217.3914,5,54.34785,1097.192,"01/06/2019","13:58","Carteira eletrônica",10.235,9.9
"386","525-88-7307","B","Mandalay","Membro","Masculino","Viagens e sports",402.6042,1,20.13021,406.3952,"1/31/2019","13:19","Dinheiro",3.791,5.8
"387","689-16-9784","C","Naypyitaw","Normal","Masculino","Acessórios de moda",248.3487,6,74.50461,1504.1232,"03/11/2019","13:37","Dinheiro",14.031,6
"388","725-56-0833","A","Yangon","Normal","Feminino","Saúde e beleza",171.6192,10,85.8096,1732.352,"2/20/2019","16:49","Cartão de crédito",16.16,10
"389","394-41-0748","C","Naypyitaw","Membro","Feminino","Acessórios de moda",287.1117,9,1292.00265,2827.3203,"1/27/2019","14:55","Carteira eletrônica",243.315,9.5
"390","596-42-3999","B","Mandalay","Normal","Masculino","Acessórios de moda",96.7482,7,33.86187,683.6144,"03/10/2019","14:04","Cartão de crédito",6.377,6.6
"391","541-89-9860","C","Naypyitaw","Membro","Feminino","Acessórios de moda",427.3488,3,64.10232,1294.1184,"2/15/2019","12:31","Dinheiro",12.072,8.1
"392","173-82-9529","B","Mandalay","Normal","Feminino","Acessórios de moda",201.5145,10,100.75725,2034.12,"1/26/2019","14:51","Dinheiro",18.975,9.7
"393","563-36-9814","A","Yangon","Membro","Masculino","Acessórios eletrônicos",407.9142,1,20.39571,411.7552,"2/13/2019","18:27","Carteira eletrônica",3.841,7.2
"394","308-47-4913","A","Yangon","Membro","Feminino","Viagens e sports",277.5006,10,138.7503,2801.136,"03/09/2019","12:45","Cartão de crédito",26.13,6.2
"395","885-17-6250","A","Yangon","Normal","Feminino","Saúde e beleza",423.4194,1,21.17097,427.4064,"03/06/2019","10:36","Carteira eletrônica",3.987,7.3
"396","726-27-2396","A","Yangon","Normal","Feminino","Saúde e beleza",411.525,5,102.88125,2077,"1/24/2019","20:36","Carteira eletrônica",19.375,4.3
"397","316-01-3952","A","Yangon","Normal","Feminino","Acessórios de moda",288.1737,5,720.43425,1576.5435,"3/13/2019","14:16","Carteira eletrônica",135.675,4.6
"398","760-54-1821","B","Mandalay","Normal","Masculino","Lar e estilo de vida",72.1629,9,324.73305,710.6211,"3/15/2019","10:26","Dinheiro",61.155,5.8
"399","793-10-3222","B","Mandalay","Membro","Feminino","Saúde e beleza",218.0286,6,65.40858,1320.4896,"03/05/2019","13:30","Cartão de crédito",12.318,8.3
"400","346-12-3257","B","Mandalay","Membro","Masculino","Acessórios eletrônicos",102.1644,9,45.97398,928.1376,"03/04/2019","16:28","Dinheiro",8.658,8
"401","110-05-6330","C","Naypyitaw","Normal","Feminino","Acessórios de moda",209.3733,6,62.81199,1268.0688,"3/25/2019","20:18","Cartão de crédito",11.829,9.4
"402","651-61-0874","C","Naypyitaw","Normal","Masculino","Lar e estilo de vida",245.4282,4,49.08564,990.9568,"03/12/2019","20:04","Cartão de crédito",9.244,6.2
"403","236-86-3015","C","Naypyitaw","Membro","Masculino","Lar e estilo de vida",74.2338,1,3.71169,74.9328,"02/04/2019","13:38","Carteira eletrônica",0.699,9.8
"404","831-64-0259","B","Mandalay","Normal","Feminino","Acessórios de moda",211.0725,5,527.68125,1154.7375,"2/22/2019","10:43","Carteira eletrônica",99.375,9.6
"405","587-03-7455","C","Naypyitaw","Membro","Feminino","Acessórios de moda",519.2649,7,1817.42715,3977.1193,"2/16/2019","17:30","Carteira eletrônica",342.265,4.9
"406","882-40-4577","A","Yangon","Membro","Masculino","Viagens e sports",357.1506,4,71.43012,1442.0544,"1/19/2019","15:28","Cartão de crédito",13.452,8
"407","732-67-5346","A","Yangon","Normal","Masculino","Acessórios de moda",73.2249,5,183.06225,400.5995,"01/11/2019","19:07","Cartão de crédito",34.475,7.8
"408","725-32-9708","B","Mandalay","Membro","Feminino","Acessórios de moda",364.8501,4,72.97002,1473.1424,"01/04/2019","19:01","Dinheiro",13.742,4.1
"409","256-08-8343","A","Yangon","Normal","Feminino","Lar e estilo de vida",300.1743,4,60.03486,1212.0032,"03/04/2019","19:48","Carteira eletrônica",11.306,5.5
"410","372-26-1506","C","Naypyitaw","Normal","Feminino","Acessórios de moda",126.4842,5,31.62105,638.376,"1/28/2019","19:24","Carteira eletrônica",5.955,5.4
"411","244-08-0162","B","Mandalay","Normal","Feminino","Saúde e beleza",181.6551,10,90.82755,1833.656,"01/02/2019","13:00","Dinheiro",17.105,5.1
"412","569-71-4390","B","Mandalay","Normal","Masculino","Viagens e sports",116.1297,2,11.61297,234.4464,"1/25/2019","14:29","Carteira eletrônica",2.187,6.9
"413","132-23-6451","A","Yangon","Membro","Masculino","Saúde e beleza",111.3507,5,278.37675,609.1785,"01/04/2019","13:21","Dinheiro",52.425,7.8
"414","696-90-2548","A","Yangon","Normal","Masculino","Viagens e sports",137.2104,3,20.58156,415.5072,"03/10/2019","18:55","Carteira eletrônica",3.876,6.6
"415","472-15-9636","A","Yangon","Normal","Masculino","Lar e estilo de vida",270.4383,8,108.17532,2183.8784,"3/22/2019","19:36","Carteira eletrônica",20.372,9.2
"416","268-03-6164","B","Mandalay","Normal","Masculino","Saúde e beleza",510.3441,1,255.17205,558.3991,"1/25/2019","16:28","Carteira eletrônica",48.055,7.8
"417","750-57-9686","C","Naypyitaw","Normal","Feminino","Lar e estilo de vida",240.9678,4,48.19356,972.9472,"01/08/2019","13:48","Cartão de crédito",9.076,8.7
"418","186-09-3669","C","Naypyitaw","Membro","Feminino","Saúde e beleza",432.8181,1,216.40905,473.5731,"1/22/2019","10:57","Carteira eletrônica",40.755,9.2
"419","848-07-1692","B","Mandalay","Normal","Feminino","Saúde e beleza",303.8382,2,30.38382,613.3984,"01/12/2019","17:13","Carteira eletrônica",5.722,8.3
"420","745-71-3520","A","Yangon","Membro","Feminino","Acessórios eletrônicos",133.9182,7,46.87137,946.2544,"02/04/2019","10:23","Dinheiro",8.827,8.2
"421","266-76-6436","C","Naypyitaw","Membro","Feminino","Acessórios de moda",204.966,3,30.7449,620.688,"3/28/2019","13:57","Carteira eletrônica",5.79,7.5
"422","740-22-2500","C","Naypyitaw","Normal","Feminino","Acessórios eletrônicos",446.3055,3,669.45825,1464.9915,"1/23/2019","13:29","Dinheiro",126.075,9.8
"423","271-88-8734","C","Naypyitaw","Membro","Feminino","Acessórios de moda",516.1851,10,258.09255,5210.456,"02/08/2019","13:00","Cartão de crédito",48.605,8.7
"424","301-81-8610","B","Mandalay","Membro","Masculino","Acessórios de moda",134.9802,8,53.99208,1090.0096,"3/19/2019","19:42","Cartão de crédito",10.168,6.7
"425","489-64-4354","C","Naypyitaw","Normal","Masculino","Acessórios de moda",86.4468,1,4.32234,87.2608,"03/09/2019","15:36","Dinheiro",0.814,5
"426","198-84-7132","B","Mandalay","Membro","Masculino","Acessórios de moda",215.6391,9,970.37595,2123.4969,"01/02/2019","13:40","Dinheiro",182.745,7
"427","269-10-8440","A","Yangon","Membro","Masculino","Saúde e beleza",282.3327,7,988.16445,2162.4239,"1/21/2019","18:01","Dinheiro",186.095,8.9
"428","650-98-6268","B","Mandalay","Membro","Feminino","Acessórios de moda",110.8197,3,166.22955,363.7641,"3/20/2019","13:53","Cartão de crédito",31.305,8
"429","741-73-3559","B","Mandalay","Normal","Masculino","Viagens e sports",357.2037,5,893.00925,1954.1935,"2/27/2019","17:27","Dinheiro",168.175,6.9
"430","325-77-6186","A","Yangon","Membro","Feminino","Lar e estilo de vida",481.3515,10,240.67575,4858.84,"03/08/2019","10:53","Carteira eletrônica",45.325,7.3
"431","286-75-7818","B","Mandalay","Normal","Masculino","Acessórios de moda",366.8148,2,36.68148,740.5376,"1/31/2019","19:48","Cartão de crédito",6.908,6.9
"432","574-57-9721","C","Naypyitaw","Normal","Masculino","Acessórios de moda",229.7637,2,22.97637,463.8544,"03/08/2019","16:53","Carteira eletrônica",4.327,5.7
"433","459-50-7686","A","Yangon","Normal","Feminino","Acessórios eletrônicos",124.5726,6,37.37178,754.4736,"1/13/2019","19:14","Carteira eletrônica",7.038,6.4
"434","616-87-0016","B","Mandalay","Normal","Masculino","Acessórios de moda",507.3174,7,177.56109,3584.6608,"03/09/2019","14:36","Cartão de crédito",33.439,9.6
"435","837-55-7229","B","Mandalay","Normal","Feminino","Acessórios de moda",251.9064,1,12.59532,254.2784,"2/22/2019","18:19","Cartão de crédito",2.372,6.8
"436","751-69-0068","C","Naypyitaw","Normal","Masculino","Viagens e sports",526.9644,9,237.13398,4787.3376,"3/19/2019","19:09","Carteira eletrônica",44.658,9
"437","257-73-1380","C","Naypyitaw","Membro","Masculino","Viagens e sports",440.3583,4,88.07166,1778.0192,"1/20/2019","16:51","Carteira eletrônica",16.586,9.6
"438","345-08-4992","A","Yangon","Normal","Masculino","Lar e estilo de vida",180.4869,6,54.14607,1093.1184,"03/08/2019","15:37","Cartão de crédito",10.197,7.7
"439","549-96-4200","C","Naypyitaw","Membro","Masculino","Acessórios de moda",90.4824,4,18.09648,365.3376,"03/08/2019","20:15","Carteira eletrônica",3.408,7
"440","810-60-6344","C","Naypyitaw","Normal","Feminino","Acessórios eletrônicos",216.9666,8,86.78664,1752.0768,"02/07/2019","14:38","Cartão de crédito",16.344,6.5
"441","450-28-2866","C","Naypyitaw","Membro","Masculino","Acessórios de moda",92.6064,5,23.1516,467.392,"1/15/2019","19:25","Dinheiro",4.36,8.1
"442","394-30-3170","B","Mandalay","Membro","Feminino","Viagens e sports",469.5633,8,187.82532,3791.8784,"3/22/2019","19:35","Cartão de crédito",35.372,4.3
"443","138-17-5109","A","Yangon","Membro","Feminino","Lar e estilo de vida",473.7051,9,2131.67295,4664.7909,"1/15/2019","15:42","Cartão de crédito",401.445,6.5
"444","192-98-7397","C","Naypyitaw","Normal","Masculino","Acessórios de moda",67.8618,1,3.39309,68.5008,"01/08/2019","14:11","Carteira eletrônica",0.639,9.5
"445","301-11-9629","A","Yangon","Normal","Feminino","Viagens e sports",101.421,7,35.49735,716.632,"1/15/2019","10:43","Dinheiro",6.685,9.7
"446","390-80-5128","B","Mandalay","Membro","Feminino","Saúde e beleza",101.6865,1,5.084325,102.644,"1/28/2019","17:58","Cartão de crédito",0.9575,9.5
"447","235-46-8343","C","Naypyitaw","Membro","Masculino","Acessórios de moda",146.8746,10,73.4373,1482.576,"2/14/2019","11:26","Cartão de crédito",13.83,8.9
"448","453-12-7053","C","Naypyitaw","Normal","Masculino","Acessórios de moda",242.8794,3,36.43191,735.4992,"03/10/2019","17:38","Cartão de crédito",6.861,6.5
"449","296-11-7041","B","Mandalay","Membro","Feminino","Saúde e beleza",143.7417,1,71.87085,157.2767,"01/12/2019","20:07","Cartão de crédito",13.535,5.3
"450","449-27-2918","B","Mandalay","Membro","Feminino","Viagens e sports",207.7272,1,10.38636,209.6832,"3/26/2019","11:02","Cartão de crédito",1.956,9.6
"451","891-01-7034","B","Mandalay","Normal","Feminino","Acessórios eletrônicos",396.7101,6,119.01303,2402.6736,"01/01/2019","19:07","Dinheiro",22.413,6.7
"452","744-09-5786","B","Mandalay","Normal","Masculino","Acessórios eletrônicos",116.8731,6,35.06193,707.8416,"01/02/2019","18:50","Dinheiro",6.603,7.6
"453","727-17-0390","A","Yangon","Normal","Feminino","Acessórios de moda",337.7691,5,844.42275,1847.8705,"3/16/2019","12:43","Carteira eletrônica",159.025,4.8
"454","568-88-3448","A","Yangon","Normal","Masculino","Saúde e beleza",132.75,1,6.6375,134,"03/03/2019","15:09","Carteira eletrônica",1.25,5.5
"455","187-83-5490","A","Yangon","Membro","Masculino","Acessórios eletrônicos",110.2887,4,22.05774,445.3088,"1/31/2019","13:47","Dinheiro",4.154,4.7
"456","767-54-1907","B","Mandalay","Membro","Feminino","Acessórios de moda",156.9636,5,39.2409,792.208,"2/13/2019","16:59","Dinheiro",7.39,6.9
"457","710-46-4433","B","Mandalay","Membro","Feminino","Acessórios de moda",410.994,9,184.9473,3733.776,"2/15/2019","14:15","Cartão de crédito",34.83,4.5
"458","533-33-5337","B","Mandalay","Normal","Masculino","Acessórios eletrônicos",421.5609,10,210.78045,4255.304,"02/07/2019","20:24","Dinheiro",39.695,6.2
"459","325-90-8763","C","Naypyitaw","Membro","Feminino","Acessórios eletrônicos",247.2867,10,123.64335,2496.152,"1/27/2019","13:58","Dinheiro",23.285,7.6
"460","729-46-7422","C","Naypyitaw","Normal","Masculino","Acessórios de moda",190.5759,1,95.28795,208.5209,"2/23/2019","16:52","Cartão de crédito",17.945,7.9
"461","639-76-1242","C","Naypyitaw","Normal","Masculino","Acessórios de moda",215.1612,5,53.7903,1085.936,"02/03/2019","15:19","Dinheiro",10.13,4.5
"462","234-03-4040","B","Mandalay","Membro","Feminino","Acessórios de moda",387.8955,10,193.94775,3915.48,"03/03/2019","12:25","Cartão de crédito",36.525,8.7
"463","326-71-2155","C","Naypyitaw","Normal","Feminino","Viagens e sports",392.6745,4,78.5349,1585.488,"02/03/2019","10:02","Dinheiro",14.79,6.1
"464","320-32-8842","C","Naypyitaw","Membro","Feminino","Acessórios de moda",120.1122,1,6.00561,121.2432,"3/17/2019","18:58","Dinheiro",1.131,6.4
"465","470-32-9057","A","Yangon","Membro","Masculino","Acessórios de moda",272.6154,5,68.15385,1375.912,"3/28/2019","15:31","Cartão de crédito",12.835,9.1
"466","878-30-2331","C","Naypyitaw","Membro","Feminino","Viagens e sports",289.6605,10,144.83025,2923.88,"03/02/2019","11:22","Cartão de crédito",27.275,7.1
"467","440-59-5691","C","Naypyitaw","Membro","Feminino","Saúde e beleza",197.2665,7,690.43275,1510.8905,"02/08/2019","13:12","Cartão de crédito",130.025,7.7
"468","554-53-3790","B","Mandalay","Normal","Masculino","Viagens e sports",196.5762,6,58.97286,1190.5632,"3/22/2019","18:33","Dinheiro",11.106,4.5
"469","746-19-0921","C","Naypyitaw","Normal","Masculino","Acessórios de moda",114.5898,1,5.72949,115.6688,"02/09/2019","10:02","Carteira eletrônica",1.079,7.2
"470","233-34-0817","C","Naypyitaw","Membro","Feminino","Acessórios eletrônicos",524.8404,1,26.24202,529.7824,"2/15/2019","11:21","Dinheiro",4.942,8.4
"471","767-05-1286","C","Naypyitaw","Membro","Feminino","Lar e estilo de vida",444.8187,6,133.44561,2694.0432,"1/23/2019","12:10","Carteira eletrônica",25.131,5.4
"472","340-21-9136","A","Yangon","Membro","Feminino","Viagens e sports",212.6655,4,42.5331,858.672,"1/25/2019","11:40","Dinheiro",8.01,9.7
"473","405-31-3305","A","Yangon","Membro","Masculino","Acessórios de moda",229.0203,10,114.51015,2311.768,"02/02/2019","18:31","Cartão de crédito",21.565,5.5
"474","731-59-7531","B","Mandalay","Membro","Masculino","Saúde e beleza",385.3467,8,154.13868,3111.8016,"3/30/2019","17:58","Dinheiro",29.028,4.6
"475","676-39-6028","A","Yangon","Membro","Feminino","Acessórios eletrônicos",342.1764,5,85.5441,1726.992,"3/30/2019","17:04","Dinheiro",16.11,6.6
"476","502-05-1910","A","Yangon","Normal","Masculino","Saúde e beleza",346.1058,3,51.91587,1048.0944,"2/25/2019","20:35","Cartão de crédito",9.777,6.3
"477","485-30-8700","A","Yangon","Normal","Feminino","Viagens e sports",176.6106,5,44.15265,891.368,"3/18/2019","16:10","Cartão de crédito",8.315,4.2
"478","598-47-9715","C","Naypyitaw","Normal","Masculino","Acessórios eletrônicos",446.4117,4,89.28234,1802.4608,"03/07/2019","16:54","Carteira eletrônica",16.814,4.4
"479","701-69-8742","B","Mandalay","Normal","Masculino","Viagens e sports",182.5047,10,91.25235,1842.232,"3/16/2019","10:11","Carteira eletrônica",17.185,6.7
"480","575-67-1508","A","Yangon","Normal","Masculino","Acessórios eletrônicos",204.966,1,10.2483,206.896,"1/29/2019","11:26","Carteira eletrônica",1.93,6.7
"481","541-08-3113","C","Naypyitaw","Normal","Masculino","Acessórios de moda",350.3007,8,140.12028,2828.7936,"02/02/2019","20:29","Dinheiro",26.388,8.4
"482","246-11-3901","C","Naypyitaw","Normal","Feminino","Acessórios eletrônicos",174.168,10,87.084,1758.08,"2/15/2019","12:12","Dinheiro",16.4,6.2
"483","674-15-9296","A","Yangon","Normal","Masculino","Viagens e sports",197.2134,5,49.30335,995.352,"01/08/2019","13:05","Carteira eletrônica",9.285,5
"484","305-18-3552","B","Mandalay","Membro","Masculino","Lar e estilo de vida",320.6178,10,160.3089,3236.368,"02/12/2019","16:19","Dinheiro",30.19,6
"485","493-65-6248","C","Naypyitaw","Membro","Feminino","Viagens e sports",196.3638,10,98.1819,1982.128,"01/01/2019","19:48","Cartão de crédito",18.49,7
"486","438-01-4015","B","Mandalay","Membro","Feminino","Viagens e sports",262.7919,4,52.55838,1061.0656,"3/21/2019","15:25","Carteira eletrônica",9.898,6.6
"487","709-58-4068","B","Mandalay","Normal","Feminino","Acessórios de moda",218.1879,10,109.09395,2202.424,"2/28/2019","14:42","Dinheiro",20.545,7.3
"488","795-49-7276","A","Yangon","Normal","Masculino","Acessórios de moda",197.2665,4,39.4533,796.496,"3/23/2019","18:59","Carteira eletrônica",7.43,8.3
"489","556-72-8512","C","Naypyitaw","Normal","Masculino","Lar e estilo de vida",121.9176,1,6.09588,123.0656,"1/30/2019","20:47","Dinheiro",1.148,4.3
"490","627-95-3243","B","Mandalay","Membro","Feminino","Lar e estilo de vida",412.4808,9,185.61636,3747.2832,"02/04/2019","13:21","Carteira eletrônica",34.956,9.8
"491","686-41-0932","B","Mandalay","Normal","Feminino","Acessórios de moda",184.257,2,18.4257,371.984,"3/13/2019","19:48","Carteira eletrônica",3.47,8.2
"492","510-09-5628","A","Yangon","Membro","Feminino","Acessórios de moda",104.3946,10,52.1973,1053.776,"3/15/2019","18:20","Cartão de crédito",9.83,7.2
"493","608-04-3797","B","Mandalay","Membro","Feminino","Saúde e beleza",134.4492,8,53.77968,1085.7216,"03/05/2019","20:24","Carteira eletrônica",10.128,8.7
"494","148-82-2527","C","Naypyitaw","Membro","Feminino","Lar e estilo de vida",64.3572,10,32.1786,649.632,"03/05/2019","13:44","Cartão de crédito",6.06,8.4
"495","437-53-3084","B","Mandalay","Normal","Masculino","Acessórios de moda",530.4159,2,53.04159,1070.8208,"2/26/2019","11:48","Carteira eletrônica",9.989,7.1
"496","632-32-4574","B","Mandalay","Normal","Masculino","Viagens e sports",403.1352,8,161.25408,3255.4496,"3/20/2019","14:14","Dinheiro",30.368,5.5
"497","556-97-7101","C","Naypyitaw","Normal","Feminino","Acessórios eletrônicos",335.6982,2,33.56982,677.7184,"01/01/2019","15:51","Dinheiro",6.322,8.5
"498","862-59-8517","C","Naypyitaw","Normal","Feminino","Acessórios de moda",479.1744,6,143.75232,2902.1184,"1/27/2019","11:17","Dinheiro",27.072,6.2
"499","401-18-8016","B","Mandalay","Membro","Feminino","Viagens e sports",521.0703,1,260.53515,570.1353,"1/21/2019","17:36","Dinheiro",49.065,8.9
"500","420-18-8989","A","Yangon","Membro","Feminino","Viagens e sports",273.5712,8,109.42848,2209.1776,"02/02/2019","15:47","Dinheiro",20.608,9.6
"501","277-63-2961","B","Mandalay","Membro","Masculino","Viagens e sports",392.7807,1,196.39035,429.7657,"02/03/2019","15:53","Cartão de crédito",36.985,5.4
"502","573-98-8548","C","Naypyitaw","Membro","Feminino","Acessórios de moda",169.389,1,8.46945,170.984,"01/05/2019","12:40","Carteira eletrônica",1.595,9.1
